qa_id,qa_type,question,answer,model,effective,update_by,update_time,model_list,model_num,model_id,cat_name,error_list
ICWIKI202307246378,日常使用,如何选择指定的区域或房间进行清扫？如果选区清扫,"您好，（推荐）方法1：请在手机APP中开启保存地图模式，完成首次自动清扫（或快速建图）并保存地图后，地图会自动分区。如分区不准确可以通过地图管理-分区编辑进行分区调整。分区后，可以指定分区进行清扫；
方法2：使用划区清扫功能，划定选择的区域进行清扫；","G10S, G10SPro, G10SPure, T8Plus, T8, G10",2023-08-22 11:26:05 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10s,g10spro,g10spure,t8plus,t8,g10",6,"ICMU025,ICMU023,ICMU026,ICMU022,ICMU021,ICMU019","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307246393,日常使用,如何创建多楼层地图？,"您好，使用APP打开地图保存功能后，在进入地图管理，选择打开多楼层开关后，点击下面的创建新楼层，即可创建新地图。
注意：多楼层用户创建新地图必须打开多楼层开关后创建，若不这么操作，会在已有地图上定位新楼层，导致地图定位错误。
注意：非多楼层用户不要打开多楼层开关，否则会导致重复创建地图，降低扫地机定位效率和成功率，影响清洁。","G10S, G10SPro, G10SPure, T8Plus, T8, G10, G10Plus, G10SAuto, P10, G20, P10Pro",2023-09-11 11:48:19 已生效,王鹏程,2023-09-11 11:48:00.000000,"g10s,g10spro,g10spure,t8plus,t8,g10,g10plus,g10sauto,p10,g20,p10pro",11,"ICMU025,ICMU023,ICMU026,ICMU022,ICMU021,ICMU019,ICMU020,ICMU024,ICMU028,ICMU030,ICMU032","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202308090050,常见问题,自清洁要多少时间？,"【暂无具体参数】
回复：基站会进行一次进水和一次排水的动作，相当于两次洗布的时间","G10S, G10SPure, G10SAuto, G10SPro, P10, G20, P10Pro",2023-09-11 12:14:33 已生效,李静,2023-09-11 12:14:00.000000,"g10s,g10spure,g10sauto,g10spro,p10,g20,p10pro",7,"ICMU025,ICMU026,ICMU024,ICMU023,ICMU028,ICMU030,ICMU032","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307244229,日常使用,如何启动井字形清扫加强覆盖？,您好，您可使用划区清扫或者选区清扫，选择2遍或3遍清扫即可触发横竖井字形覆盖清扫。,"G10S, G10SPure, G10SPure上下水版, G10Plus, T8Plus, G10",2023-07-24 18:17:32 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10s,g10spure,g10spure上下水版,g10plus,t8plus,g10",6,"ICMU025,ICMU026,ICMU035,ICMU020,ICMU022,ICMU019","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307246606,日常使用,机器人拖布支架可以拆卸吗？怎样更换拖布？,您好，因为基座带有自动清洗拖布功能，无需用户手动拆卸清洗拖布，所以取消了拖布支架拆卸功能。如需更换拖布，请反转机身拆卸并更换新拖布。,"G10S, G10SPure, G20, G20上下水版, G10, G10Plus",2023-08-22 11:28:16 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10s,g10spure,g20,g20上下水版,g10,g10plus",6,"ICMU025,ICMU026,ICMU030,ICMU029,ICMU019,ICMU020","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307243848,故障问题,扫地机器人错误27--请检查震动擦地模组是否卡入异物并移动到新位置启动,"1引导客户清理清理模组，检查看是否缠绕或卡异物？清理后进行观察使用
2，无异物可进行关机重启后进行重置系统，启动后开机使用观察
3，如解决，则继续使用即可；
未解决，引导客户提供报错时照片或视频，进一步确认；
4，引导提供产品信息，售后返厂检测","G10S, G20, T7S, G10, G10Plus, T7SPlus, G10SPro, T8Plus, G10SAuto, G10SPure, P10, P10Pro",2023-09-08 15:56:37 已生效,王鹏程,2023-09-08 15:56:00.000000,"g10s,g20,t7s,g10,g10plus,t7splus,g10spro,t8plus,g10sauto,g10spure,p10,p10pro",12,"ICMU025,ICMU030,ICMU017,ICMU019,ICMU020,ICMU018,ICMU023,ICMU022,ICMU024,ICMU026,ICMU028,ICMU032","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",错误27
ICWIKI202307243976,故障问题,越障性能下降,"1，引导客户用柔软干布擦拭行走轮
*可配合-传统拖布以及清洁剂清洁地面进行观察
*可配合-取下水箱，传统拖布以及清洁剂清洁地面，进行观察
2，机器人越障高度为2cm，搭建台阶斜坡，辅助越障，提高越障能力
3，可在APP中进行虚拟墙/易卡门槛/分区进行清扫，观察使用
3.如解决，则继续使用即可；
未解决，引导客户提供报错时照片或视频，进一步确认；

易卡门槛仅限：G20/P10/G10SPure，G10S系列今年会上线，其他品类不考虑。","G10S, P10, G20, P10Pro",2023-09-11 11:28:33 已生效,王鹏程,2023-09-11 11:28:00.000000,"g10s,p10,g20,p10pro",4,"ICMU025,ICMU028,ICMU030,ICMU032","扫地机,扫地机,扫地机,扫地机",
ICWIKI202307243916,故障问题,扫地机拖地出水少不出水,"1，引导客户查看拖布是否安装到位并正常工作，拖地时完全打湿拖布，安装好后使用观察
2，取出清水箱和污水箱后查看拖布是否平整覆盖在拖板上，铺平后使用观察
3，水箱是否添加除石头之外的清洁剂，比如滴露、酒精之类的导致水管脱落，需清除后在使用观察
4，查看水箱是否各个卡扣安装到位，在使用观察
5，水箱加满水，在APP或者按键调整为大水量，拖地约45分钟时，观察水箱水的剩余量（大约一半为正常）
*不同环境会有所不同，需观察使用消耗
6，在机器的进水口的黑色胶圈部分涂抹护手霜（主要是凡士林成分润滑接头），使用观察（适用于：可拆卸水箱型号）
7，仅安装拖板不安装拖布，持续拖地一段时间看地面是否会出现水迹，是持续缓慢出水的，但表现在地面，可能是汇聚成滴状后滴下，进行观察
8，启动拖地模式，正常运行为拖地模组放下为震动拖地，收起状态为不震动也不出水的，使用观察是否正常
9，如解决，则继续使用即可；
未解决，引导客户提供报错时照片或视频，进一步确认；

可以取下拖布支架机器型号：
T7S/T7SPlus/T8PLus/G10SPro
以下机器拖布支架不可拆卸
G10S系列，G10系列","G10S, P10, G20, T7S, T7SPlus, G10, G10Plus, T8, T8Plus, G10SPro, G10SPure, P10Pro",2023-09-11 11:24:01 已生效,王鹏程,2023-09-11 11:24:00.000000,"g10s,p10,g20,t7s,t7splus,g10,g10plus,t8,t8plus,g10spro,g10spure,p10pro",12,"ICMU025,ICMU028,ICMU030,ICMU017,ICMU018,ICMU019,ICMU020,ICMU021,ICMU022,ICMU023,ICMU026,ICMU032","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307244470,日常使用,主刷罩通用吗？,您好，P10的主刷罩与G10S系列主刷罩不通用。,"G10S, P10, P10上下水版",2023-07-24 18:22:07 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10s,p10,p10上下水版",3,"ICMU025,ICMU028,ICMU027","扫地机,扫地机,扫地机",
ICWIKI202307244063,日常使用,边刷通用吗？,您好，目前边刷均为通用耗材，可以进行互换。,"G10S, P10, P10上下水版, P10Pro, P10Pro上下水版",2023-07-24 18:14:27 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10s,p10,p10上下水版,p10pro,p10pro上下水版",5,"ICMU025,ICMU028,ICMU027,ICMU032,ICMU001","扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307243250,APP及联网,能否支持保存多个地图？多楼层地图的功能如何使用？,"您好，手机APP开启地图保存模式后，APP可以支持保存4张清扫地图。

多楼层地图的更多操作建议在手机APP——【设置】-【地图管理】中进行","G10S, T8, G10",2023-08-24 10:55:49 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10s,t8,g10",3,"ICMU025,ICMU021,ICMU019","扫地机,扫地机,扫地机",
ICWIKI202309050420,开箱图,G10S Pro开箱图,G10S Pro开箱图,G10SPro,2023-09-05 16:57:08 已生效,衡晶晶,2023-09-07 11:38:00.000000,g10spro,1,ICMU023,扫地机,
ICWIKI202312251317,日常使用,如何开启实时视频,https://files.roborock.com/uploadImages/guide/20220408/videos/6_app_%E5%A6%82%E4%BD%95%E5%BC%80%E5%90%AF%E5%AE%9E%E6%97%B6%E8%A7%86%E9%A2%91.mp4,G10SPro,2023-12-25 14:06:50 已生效,衡晶晶,2023-12-25 14:06:00.000000,g10spro,1,ICMU023,扫地机,
ICWIKI202308090034,产品参数,摄像头像素是多少？像素数值,您好，G10S Pro扫地机采用800万像素摄像头，可实现视频通话功能~*视频功能出厂默认关闭，需手动在主机实体按三个按键（回充键、电源键和局部清扫键）同时按住开启，隐私无忧哦~~（目前仅限石头Roborock App支持哦~）,G10SPro,2023-08-09 18:53:38 已生效,李静,2023-09-07 11:38:00.000000,g10spro,1,ICMU023,扫地机,
ICWIKI202308220097,故障问题,错误35-集尘电压异常,"3.1 首先，引导客户提供报错时App截图或故障视频(重点)，确认现象场景和时间；
3.2 其次，建议客户更换插座或插排位置，再次使用集尘功能观察(如报频繁更换时间尝试，可引导30min后再尝试)；
3.3 如上述方法无效，可检查尘袋是否有潮湿或液体（是否吸到水液体）导致异常；
注：如吸水异常，可引导取下尘袋，基座放到自然通风处一段时间，再通电使用观察；
如上述方法未解决，可引导寄回返厂售后检测，进一步确认。","G10SPro, G10SAuto, G10S, G10SPure, G20, P10Pro, P10",2023-09-11 11:07:20 已生效,李静,2023-09-11 11:07:00.000000,"g10spro,g10sauto,g10s,g10spure,g20,p10pro,p10",7,"ICMU023,ICMU024,ICMU025,ICMU026,ICMU030,ICMU032,ICMU028","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",错误35
ICWIKI202308220101,APP及联网,如何设置地板清洁方向/清扫方向、扫拖方向,APP-扫地机首页-设置。如图,"G10SPro, G10SAuto, G10S, G10SPure, P10, G20, G20上下水版, P10上下水版, P10Pro",2023-09-19 17:55:23 已生效,李静,2023-09-19 17:55:00.000000,"g10spro,g10sauto,g10s,g10spure,p10,g20,g20上下水版,p10上下水版,p10pro",9,"ICMU023,ICMU024,ICMU025,ICMU026,ICMU028,ICMU030,ICMU029,ICMU027,ICMU032","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202308220090,安装问题,扫地机安装环境说明,"P10：https://market.m.taobao.com/app/tb-source-app/shopact/pages/index?wh_weex=true&pathInfo=shop/activity&userId=3371569905&shopId=359026125&pageId=277411019&alisite=true&spm=a2141.7631564.1999060322.hot_area24

G20：https://market.m.taobao.com/app/tb-source-app/shopact/pages/index?wh_weex=true&pathInfo=shop/activity&userId=3371569905&shopId=359026125&pageId=187800605&alisite=true&spm=a2141.7631564.1999060322.hot_area18

G10S系列：https://market.m.taobao.com/app/tb-source-app/shopact/pages/index?wh_weex=true&pathInfo=shop/activity&userId=3371569905&shopId=359026125&pageId=341834320&alisite=true&spm=a2141.7631564.1999060322.hot_area8

P10Pro：https://market.m.taobao.com/app/tb-source-app/shopact/pages/index?wh_weex=true&pathInfo=shop/activity&userId=3371569905&shopId=359026125&pageId=280064644&alisite=true&spm=pc_detail.27183998.202206.6.7b047dd6bpdn9q","G10SPro, G10SAuto, G10S, G10SPure, P10, G20, G20上下水版, P10上下水版, P10Pro, P10Pro上下水版",2023-09-11 12:19:43 已生效,李静,2023-09-11 12:19:00.000000,"g10spro,g10sauto,g10s,g10spure,p10,g20,g20上下水版,p10上下水版,p10pro,p10pro上下水版",10,"ICMU023,ICMU024,ICMU025,ICMU026,ICMU028,ICMU030,ICMU029,ICMU027,ICMU032,ICMU001","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202308220107,APP及联网,如何打开自动烘干/怎么设置自动烘干,"您好，您可以在设置-基座设置-打开自动烘干；
①自动烘干
◆充电状态，自清洁后会自动开始烘干（默认静音烘3小时），可通过APP设置是否进行自动烘干
②静音烘干
◆充电状态下，短按开关机键，启动烘干，默认静音烘3小时，可在APP选择烘干时长2-6小时，滚刷30分钟转一次
③快速烘干
◆充电状态下，可在APP里选择烘干模式，快速烘1小时，无法选择时长，滚刷10分钟转一次","G10SPro, G10SAuto, G10S, G10SPure, P10, G20, P10Pro",2023-09-11 12:20:40 已生效,李静,2023-09-11 12:20:00.000000,"g10spro,g10sauto,g10s,g10spure,p10,g20,p10pro",7,"ICMU023,ICMU024,ICMU025,ICMU026,ICMU028,ICMU030,ICMU032","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202401031403,故障问题,错误43：请检查回洗到位开关并将主机移到新位置启动,"您好，关于您描述机器报错误43，请按下方方法操作维护后使用观察：
1.观察基座指示灯是否亮起，确定电源已插接到位
2.按压一下回洗到位开关，是否有卡涩，回弹是否正常？若无法回弹，需引导用户返厂售后
3.擦拭回洗通讯传感器，确保通讯窗口无脏污
4.擦拭基座通讯窗口
5.拔掉基座电源，等待1分钟后接通电源
再次尝试回洗，看是否正常，如还是无效，提供报错时视频或环境照片，上传日志进一步分析","G10SPro, G10SAuto, G10S, G10SPure, P10, G20, P10Pro, G10, G10Plus",2024-01-03 15:38:03 已生效,衡晶晶,2024-01-03 15:38:00.000000,"g10spro,g10sauto,g10s,g10spure,p10,g20,p10pro,g10,g10plus",9,"ICMU023,ICMU024,ICMU025,ICMU026,ICMU028,ICMU030,ICMU032,ICMU019,ICMU020","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",错误43
ICWIKI202307244154,日常使用,集尘时为什么会有异味？,"
a.刚开箱：您好，新机器收到后，包装箱内的缓冲物可能会有一些味道，一般使用两天后，味道会减轻或消失。
b.使用一段时间：您好，请检查尘盒或尘袋内是否吸水，如吸水潮湿，请您更换一次性尘袋。","G10SPro, G10SPure, G10SPure上下水版, G20, G20上下水版, P10, P10上下水版, P10Pro",2023-09-11 11:33:38 已生效,王鹏程,2023-09-11 11:33:00.000000,"g10spro,g10spure,g10spure上下水版,g20,g20上下水版,p10,p10上下水版,p10pro",8,"ICMU023,ICMU026,ICMU035,ICMU030,ICMU029,ICMU028,ICMU027,ICMU032","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307246502,日常使用,烘干功率有多大？烘干出风口温度有多少？烘干时噪音大吗？,烘干模块采用PTC发热，整体功率在85W左右，为保证拖布寿命和使用安全，出风口平均温度会控制在45摄氏度左右，噪音约45dB。,"G10SPro, G10SPure, G20, G20上下水版",2023-07-24 18:35:30 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10spro,g10spure,g20,g20上下水版",4,"ICMU023,ICMU026,ICMU030,ICMU029","扫地机,扫地机,扫地机,扫地机",
ICWIKI202308290121,产品参数,G10S Pure 补发料号/G10S Pure 补发物料/G10S Pure 补发配件,G10S Pure补发全家福,G10SPure,2023-08-29 14:58:13 已生效,葛娟,2023-09-07 11:38:00.000000,g10spure,1,ICMU026,扫地机,
ICWIKI202309050415,开箱图,G10S Pure开箱图,G10S Pure开箱图,G10SPure,2023-09-05 16:53:46 已生效,衡晶晶,2023-09-07 11:38:00.000000,g10spure,1,ICMU026,扫地机,
ICWIKI202307246648,产品外观,G10SPure主机的重量/基座的重量/主机和基座的净重/产品的毛重是多少？,您好，G10SPure自清洁集尘扫拖机器人主机的重量约4.5kg，基座的重量是约8.5kg，主机和基座的净重约13kg，产品的毛重是约16.5kg。,G10SPure,2023-07-24 18:40:17 已生效,王鹏程,2023-09-07 11:38:00.000000,g10spure,1,ICMU026,扫地机,
ICWIKI202307246663,产品外观,充电桩的尺寸是多少？高度预留空间是多少？,您好，充电桩的长504mm，宽422mm，高420mm。提起水箱还需要上部空间，建议预留至少1000mm（从基座底板底部算起）的高度空间放置充电桩，以方便取出清水箱和污水箱。,G10SPure,2023-07-24 18:40:47 已生效,王鹏程,2023-09-07 11:38:00.000000,g10spure,1,ICMU026,扫地机,
ICWIKI202307244087,日常使用,地毯清扫模式都有什么？,"
-G10SPure带有地毯识别传感器，扫拖机器人默认自适应地毯模式，在扫拖中自动识别到地毯后，机器人会主动升起拖地模组对地毯进行清扫，避免拖布打湿地毯并降低扫拖机器人在地毯上的行走阻力，适用于短毛地毯(毛长<3mm)或地垫环境。
-如果您的地毯是中长毛的，如果您不希望打湿地毯，建议切换为规避地毯模式，也可避免带着拖布在中长毛地毯上行走困难导致卡住。
-如果您希望对地毯进行湿拖，也可以选择无视地毯模式。
注意：G10SPure不支持磁条虚拟墙。",G10SPure,2023-07-24 18:15:00 已生效,王鹏程,2023-09-07 11:38:00.000000,g10spure,1,ICMU026,扫地机,
ICWIKI202307246342,硬件及结构相关,扫地机的水箱有多大？和之前的普通电控水箱有什么区别？,"您好，扫地机采用的内置水箱，容量200ml支持基座自动补水功能的电控水箱，基座带有3L清水箱和2.5L污水箱。主机水箱沿承石头扫拖机器人独创的抽屉式设计，可一键取出水箱，搭配智控升降式声波震动擦地模组，还可实现高频震动擦地功能，震动频率高达50HZ（3000次/min）,相当于每秒重复擦地100次（来回各50次，共擦地100次），拖地效果更好。此外，我们的震动拖地模组还支持智控升降，根据使用场景，自动升降。","G10SPure, G10S, G10Plus, G10",2023-07-24 18:30:08 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10s,g10plus,g10",4,"ICMU026,ICMU025,ICMU020,ICMU019","扫地机,扫地机,扫地机,扫地机",
ICWIKI202307246341,硬件及结构相关,扫地机的边刷、主刷和风机的转速是多少？,您好，扫地机是动态调速边刷，沿墙时转速约为330rpm，非沿墙时转速约为130rpm，主刷转速约为1000转.。（建议尽量少告知用户类似产品策略）,"G10SPure, G10S, G10Plus, G10",2023-07-24 18:30:06 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10s,g10plus,g10",4,"ICMU026,ICMU025,ICMU020,ICMU019","扫地机,扫地机,扫地机,扫地机",
ICWIKI202307246626,日常使用,为什么清水箱还有较多的水，但提示清水箱缺水？,"您好，请您帮忙检查下清水箱底部浮漂是否脱落，如果脱落，请按照以下方法安装；

安装方式：

找到污水箱浮漂卡扣的位置，如图3，将浮漂底部与卡扣对齐（图1中浮漂上用旗形标志表示的两个圆孔分别与图2中标号①和②的两个凸起位置对齐），并向下将浮漂压入图2中标号③和④的两个卡扣，当听到“咯噔”的声音后，抬起浮漂与污水箱不分离，代表安装正确。

注意：如果用户反映清水箱缺水报错，但清水箱还有少量的水，请按照“【FAQ其他知识】为什么基座清水箱还剩下少量的水没用完就报错？”来回答。","G10SPure, G10S, G10Plus, G10SPro, G20, G20上下水版",2023-07-24 18:39:34 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10spure,g10s,g10plus,g10spro,g20,g20上下水版",6,"ICMU026,ICMU025,ICMU020,ICMU023,ICMU030,ICMU029","扫地机,扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307244289,日常使用,手动回洗拖布和扫拖完成时最后一次回洗拖布的时间为什么比较长？,您好，手动回洗拖布和扫拖完成时回洗拖布默认使用深度洗模式，以保证清洗后拖布洁净，因此清洗时间会比较长。,"G10SPure, G10SPro, G10S, G10Plus, G10",2023-07-24 18:18:28 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10spure,g10spro,g10s,g10plus,g10",5,"ICMU026,ICMU023,ICMU025,ICMU020,ICMU019","扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307246647,产品外观,G10SPure和G10/G10S/G10SPro有什么区别？,您好，G10SPure是基于石头扫拖机器人G10S系列的升级款，基站产品全新升级的全新一代扫拖一体机器人，除了有自动清洗拖布功能，水箱自动补水，自动集尘等功能外，新增了烘干拖布，提升基站自清洁能力，避障功能也有所调整，可以探测到障碍物，但没有识别功能，无法识别障碍物类型，吸力从5100Pa提升到了5400Pa。,"G10SPure, G10SPure上下水版",2023-07-24 18:40:15 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307246642,产品外观,G10SPure扫拖机器人的标配是什么？,石头扫拖机器人G10SPure的标配：主机*1、自清洁集尘充电座*1（内置一次性尘袋）、电源线*1（长度180cm）、上置可水洗滤网*1、可拆卸软胶主刷（安装在机器内）、主刷罩（安装在机身上）、边刷（安装在机身上）、抗菌震动拖布*1（安装在机身上）、石头地面清洁液200ml*1（赠送）。,"G10SPure, G10SPure上下水版",2023-07-24 18:40:06 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307246652,产品外观,G10SPure有几种颜色呢？,您好，G10SPure自清洁集尘扫拖机器人的颜色为白色，自清洁集尘充电座为黑白拼色。海外有黑白两个颜色。,"G10SPure, G10SPure上下水版",2023-07-24 18:40:26 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307246340,产品参数,G10SPure用的什么风机，吸力有多大？,您好，G10SPure采用的无刷风机，最大吸力可达5400帕，吸力强劲，清扫干净。,"G10SPure, G10SPure上下水版",2023-07-24 18:30:04 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307244028,日常使用,G10SPure耗电量是多少？,"您好，G10SPure的耗电量很低，可以参考：一般在默认标准拖地模式、日常洗布模式且20min的回洗间隔情况下，建筑面积100平方米的屋子每日清洁1次，一年大概仅需55度电左右（仅为参考值，实际结果根据清洁地面及清洁拖布的频率和设置的不同有所不同）。

注意：若用户不追问/分别问充电、清洁和洗布环节的耗电量，以下详细用电量原则上不展示给用户。

充满电桩上待机耗电量：

扫地机在电池充满后会停止充电，由充电座直接向主板供电，电池进入休眠状态所以不会伤害电池。机器人在不工作的时候耗电量极低（低于3W），那么一个月耗电量约2.16度电，一年约26度电。为了保证电池处于最佳性能，请平时不使用时也尽量让机器人在充电座上不断电。

扫拖机器人清洁耗电量：

5200mAh的电池容量，80%的充电效率，假如每天清扫一次，使用80%用电量（实际建筑面积100平米的房间每次清洁约使用50%电量左右，因环境和测试方法的不同而不同），那么一个月耗电量约2.2度电，一年约27度（电池容量和耗电量计算值为实验室环境下标准测量方式下的典型值，实际电池容量和耗电量可能因环境或测试方法的改变而有所不同）。

洗布耗电量：

清洁拖布的平均功率约为15W，在默认日常洗模式下，清洁一次的耗电量为0.001度（约4分钟），默认20min回洗间隔，清洁100平米的建筑面积房屋大约回洗4次，耗电量约为0.004度，每天清洁1次，一年（365天）耗电量约为1.46度电。","G10SPure, G10SPure上下水版",2023-07-24 18:13:38 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307246684,日常使用,G10系列在回桩充电时候，为什么上桩会有噪音？,您好，G10S支持自动集尘与自清洁功能，充电的时候机器人朝向充电桩，洗抹布的时候机器人背对充电桩，上桩充电过程中，机器人的滚刷还在转动，保证机器人不漏灰且能清扫基座底板上的灰尘，所以会发出由滚刷与基座底板摩擦的声音，属正常声音，请放心使用。,"G10SPure, G10SPure上下水版",2023-07-24 18:41:30 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307246541,产品参数,上下水套件通用吗？,G10S上下水套件可以放在G10SPure上使用，但会多处两个水箱，并且由于G10SPure内置烘干功能，上下水套件中的烘干套件不需要了。如果您想要安装上下水，建议您购买G10SPure上下水版本。,"G10SPure, G10SPure上下水版",2023-07-24 18:36:44 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307243953,故障问题,为什么新机刚签收，报错误2-碰撞缓冲器被卡主？,您好，请您检查下机器人上保护贴膜是否撕下，贴膜会影响碰撞缓冲器的行程，造成机器人行为异常或直接报错。,"G10SPure, G10SPure上下水版",2023-07-24 18:11:04 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",错误2
ICWIKI202307244366,日常使用,为什么清洗槽没有烘干？,基座烘干指的烘干拖布和清洗槽滤网底部的烘干。关于清洗槽表面有残水的问题，由于水的表面张力作用，刮条刮除水后会有一层水膜的，属于正常现象，由于清洗槽属于开放空间，对产品功能不会有影响，请您放心使用。,"G10SPure, G10SPure上下水版",2023-07-24 18:20:04 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307243948,故障问题,为什么清洗槽滤网底部没有烘干？,为了避免过热烘干清洗槽底部，并保护与基座接触的地板区域，我们选用更为安全的烘干温度，所以清洗槽滤网底部的烘干效果会受到一定影响。另外受环境温度和湿度的影响，烘干效果也会有一定差异，建议您根据所处环境情况，在APP中设置合适的烘干时间。,"G10SPure, G10SPure上下水版",2023-07-24 18:11:00 已生效,王鹏程,2023-09-07 11:38:00.000000,"g10spure,g10spure上下水版",2,"ICMU026,ICMU035","扫地机,扫地机",
ICWIKI202307246681,日常使用,G10系列的主刷、边刷等耗材与老机型通用吗？,您好，G10系列的扫拖系统全面升级，仅与T8/T7S系列的耗材兼容，与其他非T7S系列的很多耗材均不通用，具体如下：仅边刷通用，其他不通用。主刷采用胶刷设计不通用，主刷罩不通用，滤网采用上置滤网设计不通用，震动拖布除污性能升级不通用。老机型如勉强使用震动拖布，将会导致打滑和行走困难。,"G10SPure, G10SPure上下水版, G10S, G10, G10Plus",2023-07-24 18:41:24 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10spure,g10spure上下水版,g10s,g10,g10plus",5,"ICMU026,ICMU035,ICMU025,ICMU019,ICMU020","扫地机,扫地机,扫地机,扫地机,扫地机",
ICWIKI202307244397,日常使用,为什么在安装基座清洗槽滤网时会溅水？,您好，如果清洗槽底部有残水，在安装清洗槽滤网时，可能会有轻微溅水情况，不影响使用。您可以先清理残水后，再放入清洗槽滤网。,"G10SPure, G10SPure上下水版, G10S, G10Plus, G10",2023-07-24 18:20:58 已生效,王鹏程,2023-09-07 11:42:00.000000,"g10spure,g10spure上下水版,g10s,g10plus,g10",5,"ICMU026,ICMU035,ICMU025,ICMU020,ICMU019","扫地机,扫地机,扫地机,扫地机,扫地机",
